core_frequency,max_amplitude,average_activation,duration,label
472.8088196,2099991600,0.004963889,1.696197917,cymbal
415.1083059,26903,0.007534297,2.377505669,cymbal
377.6553951,897909760,0.005373234,2.117641723,cymbal
379.0352612,755073000,0.007126296,6.249614512,cymbal
441.3605886,1667943400,0.007055596,3.218480726,cymbal
535.7642829,1356564000,0.005230654,4.024376417,cymbal
434.5412035,1320937700,0.002963484,0.367664399,cymbal
454.2357322,1924057600,0.008296084,5.927981859,cymbal
228.7827012,15330,0.007322532,9.460907029,cymbal
32.54602989,0.9395421,0.005125061,0.248390023,cymbal
1766.078809,25504,0.001806401,3.999024943,cymbal
309.0707196,2029334800,0.007731192,2.451950113,cymbal
292.5884527,1964835300,0.009464479,2.477709751,cymbal
411.003711,32374,0.011851532,8.068798186,cymbal
649.7298626,32767,0.006590925,3.546848073,cymbal
693.1125139,6882,0.006887663,2.398027211,cymbal
231.4743757,383413000,0.00459513,3.018888889,cymbal
761.5232281,1498216700,0.008750466,4.244195011,cymbal
735.7620632,2122901800,0.005144437,1.746077098,cymbal
1909.410084,32767,0.004572018,1.735306122,cymbal
591.8607813,19040,0.01063427,3.216825397,cymbal
640.5264084,2147483400,0.006400039,3.15253125,cymbal
1118.458547,22451,0.004143468,3.609251701,cymbal
859.783644,2147483400,0.005718515,2.153520833,cymbal
443.6092354,32478,0.004119684,3.933650794,cymbal
1176.316663,1745201200,0.00201143,2.066712018,cymbal
1400.958926,2121713900,0.002235058,4.740680272,cymbal
874.8971008,1586663200,0.002446704,3.617165533,cymbal
1222.318746,2121713900,0.002336917,4.17600907,cymbal
1348.059169,22025,0.004163184,1.799977324,cymbal
1556.604101,32767,0.001937436,1.18,cymbal
878.9875523,26185,0.004094789,2.175510204,cymbal
1292.667385,32763,0.002452463,2.045442177,cymbal
1401.373383,1755382000,0.003310332,2.746575964,cymbal
1092.997333,2147418100,0.000583423,0.56,cymbal
875.536281,8995,0.001464064,0.937505669,cymbal
963.2576734,1630763500,0.002222711,1.071428571,cymbal
589.7071055,497120260,0.004111115,1.542471655,cymbal
1960.92473,32766,0.000326284,0.58,cymbal
422.8447743,0.95586675,0.00592602,0.9230839,cymbal
668.9439658,0.8893775,0.007956788,3.692312925,cymbal
430.6595018,0.39499283,0.00782537,3.692312925,cymbal
837.9034453,12767,0.003526588,1.850952381,cymbal
642.6742125,1892038100,0.010148862,8,cymbal
1881.67671,1636040700,0.005007254,0.441156463,cymbal
168.1260714,0.29278558,0.00564431,0.258911565,hat
346.9489991,1969768000,0.00393489,0.484217687,hat
561.9119967,454144000,0.002976333,0.755238095,hat
544.6133668,27409,0.002927849,0.428571429,hat
59.73361723,1913946900,0.005676611,21.33333333,hat
267.6795757,0.13897388,0.006719307,0.348072562,hat
543.9779054,6550,0.00290195,0.428571429,hat
539.1822158,0.8028375,0.00057174,0.069750567,hat
546.8310517,1071889400,0.003322299,0.755238095,hat
546.661918,801151200,0.003269953,0.755238095,hat
638.2330922,18877,0.003181648,0.428571429,hat
36.73858128,0.58004344,0.003619136,0.290589569,hat
676.6205569,2008436500,0.004979603,0.626893424,hat
544.2817595,20441,0.003104595,0.428571429,hat
546.0198583,1339229700,0.003293957,0.755238095,hat
1061.824369,2122739700,0.001361263,0.1,hat
407.9430587,0.3753022,0.007224527,0.170725624,hat
826.1336043,0.4644564,0.003356604,0.202666667,hat
912.4996995,1650851300,0.002295299,0.093764172,hat
33.29030161,32767,0.001620009,12.44197279,hat
1169.516292,0.99999994,0.000937091,0.269297052,hat
33.39546012,32767,0.001721824,12.44197279,hat
545.9419764,1336664300,0.00356074,0.755238095,hat
456.0626248,1884109800,0.003874078,0.3963125,hat
1960.352953,1,0.002065275,0.134807256,hat
761.6266131,1131931900,0.002852689,0.755238095,hat
858.1916928,1409583100,0.002123453,0.755238095,hat
585.7327251,1,0.003742462,0.937505669,hat
1959.675294,8896,0.000938882,0.103446712,hat
1958.730093,0.13119829,0.005600858,0.205759637,hat
1947.306079,0.1778298,0.004258528,0.231791383,hat
543.9782434,1088900900,0.003436615,0.755238095,hat
1961.731066,968953340,0.001385786,0.099863946,hat
310.2499076,1913946900,0.006811452,12,hat
1063.171703,30590,0.000640756,0.087301587,hat
1885.746189,1523278600,0.002953062,8.347845805,hat
545.6752907,22523,0.003570376,0.428571429,hat
545.8094192,1252825900,0.003011157,0.755238095,hat
1833.938519,2122936800,0.002526347,10.66666667,hat
33.23945276,0.30753183,0.001361935,1.2,hat
559.7152836,1705349900,0.003799359,0.755238095,hat
1757.25186,1825983700,0.001045479,12,hat
1971.331909,0.17127375,0.003786729,0.094943311,hat
572.5351339,1913942800,0.0031943,0.08276644,hat
1962.090803,1974037500,0.002445675,0.093764172,hat
1210.339287,0.5537585,0.001841144,0.437097506,hat
545.5926231,1771448800,0.003318707,0.755238095,hat
33.89186328,0.09941666,0.001680344,1.2,hat
1963.290826,0.3643806,0.000855111,0.070612245,hat
900.6692021,1573648900,0.002733486,0.755238095,hat
32.76928175,0.5952938,0.002073128,1.2,hat
1229.729522,0.40753484,0.005842098,0.278979592,hat
209.2614035,0.18912876,0.002267043,1.2,hat
545.7077397,987437600,0.003245642,0.755238095,hat
426.5385665,1910703600,0.004622745,0.639206349,hat
1959.675294,8896,0.000938882,0.103446712,hat
927.4318151,0.08708522,0.001939988,1.2,hat
551.1581804,1067598600,0.003474542,0.755238095,hat
1967.770047,1.1543869,0.00209865,0.12,hat
1964.069219,2084503800,0.004725347,0.1704375,hat
865.6737259,1461607700,0.002061986,0.755238095,hat
475.4908056,0.40645465,0.003879895,1.2,hat
1050.885036,2147418100,0.000526797,0.08,hat
1303.527696,0.13333704,0.00167827,1.2,hat
1037.169734,1,0.001124591,0.083560091,hat
540.5047475,0.9518311,0.003486864,0.238480726,hat
1201.046329,1774491100,0.002870175,7.38462585,hat
1145.673171,0.38034058,0.001697603,0.836938776,hat
540.5201815,2001861100,0.002079763,0.1,hat
547.5339392,199670270,0.003240052,0.755238095,hat
1413.348209,0.18325986,0.00293171,1.2,hat
1966.921467,0.54397035,0.003617348,0.259818594,hat
1084.322116,1550928400,0.000478301,0.05968254,hat
33.09212541,11180,0.00173807,12.44197279,hat
539.3926122,1027419900,0.000792523,0.052108844,hat
1965.626063,1913946900,0.001068241,0.064875283,hat
539.1136254,1917033000,0.002988047,0.089833333,hat
1881.378567,0.17317267,0.003495763,0.180884354,hat
783.1172705,937248800,0.002590933,0.755238095,hat
1067.643476,1540141300,0.000410006,0.051927438,hat
1970.257568,2147268600,0.00058668,0.166666667,hat
539.3926715,1,0.000792523,0.052108844,hat
1210.516538,0.19035484,0.003304084,1.2,hat
562.7160249,31949,0.00372106,1.850952381,hat
32.38544518,1913946900,0.002616521,0.16585034,hat
1018.222245,1119946800,0.000300329,0.215941043,hat
545.9591664,1488798200,0.003332067,0.755238095,hat
1053.591128,0.9846202,0.000452992,0.032312925,hat
1083.532716,1202783700,0.003508655,0.755238095,hat
543.3961238,9454,0.002913863,0.428571429,hat
1672.395797,0.78836447,0.003657586,0.557641723,hat
266.1068264,0.1256885,0.010208041,0.23260771,hat
542.6274681,12869,0.003132123,0.428571429,hat
762.7097034,729164800,0.003348286,0.755238095,hat
581.1276564,23904,0.003663643,2.240385488,hat
527.434899,25976,0.004482045,0.081972789,hat
544.9808879,966968060,0.003166359,0.755238095,hat
1961.708699,1913946900,0.00102588,0.137732426,hat
558.2441164,1,0.002869131,0.157210884,hat
32.97939236,0.27783203,0.004720749,0.165895692,hat
546.3188024,550432260,0.00335607,0.755238095,hat
334.470416,0.3038401,0.009036396,0.247120181,hat
180.0137478,0.2409668,0.007968288,0.207505669,hat
1161.014739,1531399200,0.001024687,0.275,hat
397.1134856,1470008600,0.001448235,9.411768707,hat
539.7430602,1.1353941,0.000707586,0.039092971,hat
547.6253147,1166221000,0.003743063,0.755238095,hat
1900.730062,1668591400,0.002298481,13.71428571,hat
59.12379934,0.21264648,0.007948184,0.228390023,hat
1067.221734,1010691840,0.002778159,0.755238095,hat
974.3365411,0.10473032,0.003386434,0.218548753,hat
43.38481873,1771719700,0.005857807,4.8,kick
42.62779339,2033190700,0.009080657,0.361904762,kick
61.46518189,1836791300,0.009947746,0.595396825,kick
49.04468364,1158506000,0.009699583,2.730364583,kick
60.23031907,2121713900,0.007106945,0.14138322,kick
42.43116196,1852923900,0.005489767,1.044126984,kick
34.09215018,1913946600,0.007982213,0.359863946,kick
42.31040119,2059598600,0.008789915,0.260385488,kick
64.03903804,0.94244385,0.006133213,1.131950113,kick
50.75598272,2121713900,0.009642169,1.612993197,kick
118.5604093,2057838300,0.007070437,0.302244898,kick
35.73105384,2027355100,0.005634111,0.369206349,kick
50.61379889,2121713700,0.008911407,0.474421769,kick
54.10297443,1912221400,0.008949793,0.195170068,kick
36.34640835,1687388400,0.006767302,0.214285714,kick
44.33411073,30938,0.009182539,0.483378685,kick
67.87643758,1983718400,0.007605412,0.113560091,kick
32.49067156,2056788500,0.004307577,1.298979592,kick
49.65643877,32767,0.009579294,2.950839002,kick
53.11411238,1906828500,0.007420225,0.257097506,kick
50.7048134,29715,0.007308749,0.172358277,kick
38.63997593,1577853700,0.005849608,0.311678005,kick
60.09497767,2109944300,0.00845667,0.646621315,kick
53.11778764,1702953700,0.006203644,0.224739229,kick
645.873094,1622113000,0.007414391,0.46478458,kick
661.9905999,1715329800,0.007814554,0.686712018,kick
66.18618169,2117210100,0.007226444,0.360975057,kick
45.62945062,1877607200,0.006039123,0.342857143,kick
35.00371569,2084964400,0.006418542,0.225283447,kick
58.92096806,2121713900,0.009464867,1.396825397,kick
69.89229134,1687639000,0.009013179,2.780544218,kick
659.4824448,29137,0.005968548,0.473356009,kick
49.29493392,1814041600,0.009732268,0.781950113,kick
35.43353307,29492,0.006860901,0.9761678,kick
66.22755239,1914307300,0.008500613,0.226258503,kick
52.15017687,1701899300,0.007691192,5.333333333,kick
34.43706912,27305,0.002460343,3.757210884,kick
49.730893,2147221500,0.006867621,0.25,kick
51.93023275,2121713900,0.004546503,0.162040816,kick
53.74379508,1440770000,0.003881472,0.288412698,kick
35.65383834,2010356700,0.006995677,0.17739229,kick
60.6656543,2147483400,0.0073813,0.343041667,kick
48.9456272,1915996900,0.009212732,0.360498866,kick
45.74250366,18347,0.007320742,2.709659864,kick
43.78585822,1913946900,0.005824517,4.8,kick
98.69510365,0.82795864,0.006916604,1.349818594,kick
86.52941735,2072362500,0.008770284,0.385102041,kick
53.27652764,2049240300,0.006778972,0.219931973,kick
54.83760052,2064796400,0.010122698,2.335782313,kick
51.87729988,1770244100,0.008085669,0.313877551,kick
50.9467971,2093936100,0.009565031,0.231133787,kick
53.08050661,29157,0.009154125,0.456439909,kick
35.45951038,2098158800,0.009911628,1.346349206,kick
42.34985268,2041766100,0.009541735,2.830249433,kick
54.62074974,2104553500,0.01039478,3.809546485,kick
58.9333778,32767,0.007786488,0.253469388,kick
55.53071904,30297,0.006824739,1,kick
85.81868716,1913946600,0.006729475,0.522993197,kick
43.73109551,1853282300,0.007522972,0.63,kick
40.50429669,1913888500,0.006767007,0.342199546,kick
41.32376557,2062346200,0.006078271,0.382358277,kick
51.84165816,2051456000,0.008329397,0.858027211,kick
34.12722896,2100385300,0.006570666,7.741950113,kick
42.95029008,1,0.008061993,0.284126984,kick
51.59028267,2121713700,0.007142691,0.122426304,kick
35.1695245,2147483400,0.004077621,1.764716553,kick
37.62049975,1907988000,0.005048436,0.37829932,kick
52.24503614,1845636400,0.00793216,0.151836735,kick
44.47653566,2121649400,0.008082,1.849659864,kick
32.38276275,2147483400,0.005370476,0.229750567,kick
116.2194595,1668865000,0.007002707,1.61122449,kick
61.03076481,1913946400,0.009498634,1.999954649,kick
34.12075449,27305,0.002232503,3.756848073,kick
58.90317835,2121713900,0.005989198,0.169024943,kick
45.71469932,2121713400,0.00684524,0.379659864,kick
35.54378312,2122900700,0.00563571,0.186439909,kick
40.86125498,0.988,0.0091686,0.66600907,kick
37.69458565,2121713700,0.008758906,0.604648526,kick
39.5966173,30296,0.006744511,0.619092971,kick
40.69700101,2121713700,0.006620842,0.423287982,kick
40.96946925,2147483400,0.006791988,0.17600907,kick
68.49595064,2117110500,0.008222158,0.188208617,kick
574.6063362,2041118700,0.006299589,0.483877551,kick
57.99816108,1913946100,0.009034607,0.781156463,kick
65.88684728,2121713900,0.005186681,0.194376417,kick
43.94730846,1,0.006735529,0.315079365,kick
54.82509583,2024863000,0.005802401,0.104943311,kick
65.95193282,2121713700,0.007271296,0.20984127,kick
72.86550351,2008529400,0.007359467,0.142018141,kick
36.99593022,1724353500,0.008854569,0.807346939,kick
46.35698301,2121713700,0.008429269,0.309274376,kick
55.1917955,2122461200,0.005836968,0.139954649,kick
49.98719549,2121713700,0.008752674,0.180226757,kick
52.4801055,1913946900,0.008012825,0.3,kick
655.9679747,32767,0.005231722,2.790702948,kick
40.92544417,2105165800,0.007359251,0.16399093,kick
66.25239056,2121713400,0.007132263,0.079183673,kick
42.36920642,1586276400,0.008669686,0.507256236,kick
400.6741388,25679,0.008018951,0.481791383,kick
45.0173208,2121670400,0.008513954,0.321587302,kick
36.2546294,2121713700,0.007204269,0.238843537,kick
40.04758413,1856303100,0.005548212,0.352947846,kick
35.93329378,0.90345544,0.008274545,0.214716553,kick
48.99941288,2121713900,0.007512792,0.254603175,kick
42.64836113,2147483400,0.007081925,0.243791667,kick
38.42268737,2004108800,0.008043378,0.200975057,kick
50.94576334,2121713700,0.005240718,0.145442177,kick
679.0718182,2121713900,0.007105833,0.247278912,kick
37.53485589,1958442500,0.007735774,0.468752834,kick
690.0309035,2121713700,0.007350806,0.241315193,kick
38.00638777,1913946900,0.008562155,6.075963719,kick
92.93098745,1766955800,0.007489618,4.231791383,kick
49.47377656,2119382000,0.007464023,0.4869161,kick
59.05867276,1581263600,0.006566831,9.142857143,kick
45.36118521,1804756500,0.006061684,0.882358277,kick
33.89666042,0.9998779,0.008410212,0.375804989,kick
56.94985474,2092585700,0.008602175,0.182857143,kick
32.75740888,2121713900,0.006629166,0.189138322,kick
38.00329805,1913946900,0.008270268,0.767120181,kick
38.12015455,2121713700,0.008639254,0.310975057,kick
48.58972181,1913944000,0.004849594,10.66666667,kick
70.55590317,30937,0.007529765,0.224535147,kick
59.41223124,2121713700,0.008317811,0.213764172,kick
50.113834,2033792800,0.008002901,0.224240363,kick
43.06632352,1793682200,0.006699346,0.513968254,kick
109.7465411,2147483400,0.00621332,0.762653061,kick
37.47762488,2062356500,0.005017131,1.298979592,kick
42.52546748,1826046000,0.004697235,1.666666667,kick
48.72215835,1913946900,0.007608024,0.21260771,kick
44.21092319,2147483400,0.008335509,0.562494331,kick
68.81247474,29159,0.007990771,0.567006803,kick
33.040043,2009660200,0.006599536,0.266666667,kick
35.59607756,0.9998397,0.008807028,0.402199546,kick
312.7559955,1723216600,0.006930854,2.3438322,kick
47.81496089,818180860,0.00971292,2.183197279,kick
136.3758511,27219,0.006403759,0.452653061,kick
35.34142475,1870534400,0.009541279,1.25968254,kick
40.80934369,27305,0.002318167,3.755283447,kick
62.40809952,2118266400,0.010301452,1.92600907,kick
33.56735391,0.8616273,0.005899956,0.383673469,kick
41.729642,0.9301749,0.007763896,0.428231293,kick
49.88349272,1913946900,0.007954394,0.281292517,kick
57.85390798,31655,0.005763107,0.304195011,kick
42.00271918,2121713900,0.009297925,0.397188209,kick
50.25615847,2121713700,0.008236958,0.290884354,kick
59.83500552,30609,0.008779139,1.235034014,kick
34.42195182,1979118800,0.006286155,0.882358277,kick
42.54776958,1752890900,0.004868391,1.703945578,kick
43.79134053,2147483400,0.007679162,0.714285714,kick
45.04202024,2133726000,0.008270486,0.320395833,kick
33.3658549,2121713700,0.005603765,0.517301587,kick
43.38312804,1902990600,0.008614776,0.939047619,kick
47.5511851,1972297500,0.006918282,0.222630385,kick
32.96884235,2121713700,0.006382338,0.183446712,kick
33.01798797,2121713700,0.006754087,0.773015873,kick
69.38797052,1818028300,0.009349795,0.415056689,kick
59.12930367,2122901800,0.007810083,0.287165533,kick
36.70773877,1891587100,0.008720524,0.369070295,kick
55.20772209,2121713900,0.007281936,0.334376417,kick
59.80064649,2121713700,0.007236231,0.145124717,kick
49.68482106,2121713700,0.007936331,0.368480726,kick
639.2244122,32356,0.004938676,1,kick
59.16575392,2121713400,0.007249951,0.195283447,kick
40.06461145,1721679100,0.004557828,0.833786848,kick
50.02328209,26490,0.008968121,0.572857143,kick
52.61609183,2122901800,0.008322238,0.222222222,kick
44.22992825,2136280600,0.007774661,0.282229167,kick
52.96719768,2121713900,0.009905531,2.615827664,kick
701.2426554,31959,0.005113087,0.544603175,kick
33.71283744,1737307100,0.00560903,2.071043084,kick
39.99401443,32767,0.004562169,1.125011338,kick
57.56307632,0.9878003,0.005979049,0.590181406,kick
33.63890367,2121713700,0.004789832,0.474489796,kick
81.63080143,1983884800,0.007138991,0.064988662,kick
44.00574352,1682992100,0.008146253,0.399183673,kick
33.6122498,2058186200,0.004644603,0.1395,kick
43.3773773,2147483400,0.007596876,0.200375,kick
99.78360368,1736865800,0.006142417,3.940680272,kick
39.68504267,2049529600,0.008204494,0.295714286,kick
51.55054227,1969365500,0.008235773,0.249591837,kick
50.11500678,1,0.008414472,0.365283447,kick
42.14320294,1604999200,0.008586398,0.311814059,kick
741.690229,1880036100,0.008157654,0.24,kick
58.32021834,1,0.007804532,0.373469388,kick
34.22542837,2124518900,0.007194306,0.203333333,kick
44.01784769,1530708200,0.009993794,3.999115646,kick
48.28548809,2121713900,0.007631334,0.137619048,kick
49.64685177,2120760600,0.008160868,0.284444444,kick
136.644462,29153,0.006635046,0.10292517,kick
32.94563932,0.99383545,0.007244949,0.544058957,kick
39.67295881,2121713900,0.007100669,0.79755102,kick
348.4934909,970970400,0.005870561,0.701020408,kick
56.51564534,31109,0.006391879,0.188548753,kick
42.97362588,1907946800,0.005832194,0.812993197,kick
46.68307405,2121713900,0.008834206,0.497845805,kick
105.1246268,0.99990845,0.006604952,0.441723356,kick
80.74273837,2027355400,0.00548884,0.765419501,kick
32.3638377,2121713700,0.006858182,0.121292517,kick
64.80012659,29784,0.010020114,0.551950113,kick
37.09923251,1906046700,0.008461505,0.42478458,kick
303.2021168,2147483400,0.005434005,1.1269161,kick
47.3259522,2052409600,0.006023913,0.128752834,kick
49.99486253,1672953300,0.009658298,1.252721088,kick
43.78911768,2121713700,0.008529315,0.780068027,kick
61.43934687,2053409000,0.006587856,0.155918367,kick
57.11859052,1913945900,0.007900003,0.341768707,kick
69.77747588,2147221500,0.007049639,0.687505669,kick
63.94867568,1688221200,0.006581656,0.30414966,kick
51.93402342,32375,0.007468402,0.320816327,kick
51.78849463,27305,0.007807714,0.354557823,kick
49.58278609,2147483400,0.008377046,0.3411875,kick
42.25126439,1861364500,0.009408581,1.204716553,kick
70.02834486,30801,0.00585103,0.614965986,kick
41.35713765,1913946400,0.007066389,0.743219955,kick
50.33895963,2106188800,0.007637988,0.218395833,kick
44.32351619,1913948400,0.007654516,0.266712018,kick
41.62390817,2121713900,0.00719593,0.375011338,kick
58.81012874,2029376800,0.00871382,0.48,kick
47.30616331,26264,0.004151587,0.237482993,kick
79.95853535,30772,0.006203027,0.69521542,kick
213.8604094,2121713700,0.009214769,0.819206349,kick
64.27750482,2106944000,0.006977004,0.177256236,kick
44.05003118,2005832200,0.007939449,0.306712018,kick
66.62014576,1,0.007430879,0.255918367,kick
47.81461784,30929,0.007471053,0.29414966,kick
1511.482138,1943501300,0.002239293,1.495782313,kick
44.67426931,2121649400,0.007447185,0.497709751,kick
51.17225323,29527,0.006629559,0.29707483,kick
60.68994043,2114986200,0.009732034,0.575578231,kick
42.35848986,1730903600,0.00905921,1.228979592,kick
42.95808208,1522576600,0.00634005,0.218344671,kick
